Мы только что вернулись из театра.|We just got back from the theatre.
Этот театр — самый старый в городе.|This theatre is the oldest one in town.
Я хожу в бассейн два раза в неделю.|I go to the swimming pool twice a week.
Через две недели мы полетим в Англию.|In two weeks we are going to England.
На следующей неделе мы идём в театр.|We’re going to the theatre the next week.
На билете написано время начала концерта.|The concert's starting time is written on the ticket.
Я написал письмо, но забыл его отправить.|I wrote a letter, but forgot to send it.
Как написать стихотворение?|How does one write a poem?
В салоне самолёта не должно быть опасных предметов.|There shouldn’t be any dangerous items inside the aircraft.
Я не знаю, как называются эти предметы.|I don't know what these things are called.
Я не вижу предмет у него в руках.|I can’t see the thing that he’s holding in his hands.
Мой сын любит апельсины.|My son likes oranges.
Я люблю своего сына.|I love my son.
Я купила сыну новую куртку.|I bought my son a new coat.
Больше всего я люблю уроки литературы.|I like literature classes best of all.
Ответ на любой вопрос можно найти в литературе.|You can find the answer to any question in the literature.
Русская литература начала активно развиваться в XIX веке.|Russian literature started actively developing in the 19th century.
Я вышла из магазина и пошла в банк.|I walked out of the shop and went into the bank.
Во всех магазинах сейчас распродажа! Пора покупать новую одежду.|There are sales in all the shops! Time to buy new clothes.
Мы только что вернулись домой из магазинов.|We just returned home from shopping.
В Замбии я увидел настоящее чудо природы — водопад Виктория.|I saw a real miracle of nature in Zambia — Victoria falls.
Это настоящий мех или искусственный?|Is this fur real or artificial?
Рядом с нашей яхтой проплыла настоящая акула!|A real shark just passed by our yacht!
Я до смерти боюсь высоты.|I’m scared to death of heights!
Смерть пугает многих людей.|Death scares many people.
Перед смертью все равны.|Everybody is equal in the face of death.
Мой муж работает в университете.|My husband works at the university.
У моего мужа много друзей.|My husband has many friends.
Мы с мужем много путешествуем.|My husband and I travel a lot.
Где находится Мыс Доброй Надежды?|Where is the Cape of Good Hope located?
Где находятся Лофотенские острова?|Where are the Lofoten islands located?
Всю прошлую неделю я находился в больнице, поэтому не мог вам ответить.|All of last week I was in the hospital, that’s why I couldn’t reply to you.
В России государственных школ больше, чем частных.|There are more state-funded schools than private schools in Russia.
Я недавно ушла из государственной организации и начала работать в бизнесе.|Not long ago I quit working for a government agency and took a new job in business.
Мой брат — выпускник Московского государственного университета.|My brother is a graduate of Moscow State University.
Я сделала новую сумку из старых джинсов.|I made a new purse from some old jeans.
Мой старый друг сегодня в Москве. Я хочу его увидеть!|My old friend is in Moscow today. I want to see him!
Моя старая юбка порвалась, нужно покупать новую.|My old skirt’s torn, I need to buy a new one.
Мне нравится это платье, но оно слишком дорогое.|I like this dress but it’s too expensive.
Мне не нравятся новые правила!|I don't like the new rules!
Мне всегда нравилось это платье.|I have always liked that dress.
Я не хочу переезжать из современной квартиры в дом в деревне.|I don't want to move from a modern apartment to a house in a village.
Кто из современных писателей тебе нравится?|Which of the modern writers do you like?
Мне нравится современная живопись.|I like contemporary paintings.
У этой газеты много читателей.|This newspaper has a lot of readers.
Все новости моя бабушка узнает из газет.|My grandmother gets all the news from newspapers.
Он написал в газету объявление о продаже дома.|He put an ad about a house for sale in the newspaper.
Какая музыка тебе нравится?|What kind of music do you like?
Я люблю классическую музыку.|I love classical music.
Я не могу сидеть в комнате без музыки.|I can't sit in the room without having the music on.
В детстве я вырезала картинки из журнала мод.|As a child I used to cut pictures out of a fashion magazine.
Ты уже читал этот журнал? Он интересный?|Have you read this magazine? Is it interesting?
Я люблю смотреть на картинки из модных журналов, они такие красивые.|I like to look at pictures in fashion magazines, they are so beautiful.
Новости экономики меня не интересуют.|News about the economy doesn’t interest me.
Мировая экономика сейчас в кризисе.|The world economy is now in crisis.
Она хорошо разбирается в мировой экономике и политике.|She knows a lot about the global economy and politics.
Вы уже получили моё письмо?|Have you received my letter yet?
Из его письма мы узнали, что возвращаться домой он не планирует.|We understood from his letter that he isn’t planning to return back home.
В письме я написал о своей работе.|In my letter I wrote about my job.
Мой дедушка любит играть в бильярд.|My grandfather likes to play pool.
В детстве я любила играть с дедушкой.|As a child I liked to play with my grandfather.
Я вчера был у дедушки в гостях.|I visited my grandfather yesterday.
Ты знаешь, кто эта девушка?|Do you know who that girl is?
Эти девушки работают стюардессами, поэтому проходят паспортный контроль первыми.|These young women work as stewardesses, that’s why they are the first ones to go through passport control.
Видите ту девушку на лестнице? Это моя сестра.|Do you see that girl on the stairs? That’s my sister.
Когда мы будем обедать? Я уже проголодался.|When will we have lunch? I’m hungry already.
Вы уже обедали сегодня?|Have you already had lunch today?
На прошлой неделе я каждый день обедал в кафе рядом с работой.|Last week I had lunch at the cafe next to my workplace every day.
Моя бабушка живёт в другом городе.|My grandmother lives in another city.
У моей бабушки дома много интересных картин. Она рисует их сама.|My grandmother has many interesting paintings at home. She paints them herself.
Я научила бабушку пользоваться айфоном, и теперь мы каждый день разговариваем с ней по скайпу.|I taught my grandmother to use an iPhone and now I talk to her on Skype every day.
Поставь этот стол к стене.|Put that table next to the wall.
На всех стенах в моей квартире висят фотографии нашей семьи.|There are photos of our family on all the walls in my apartment.
Я хочу повесить новую картину на стену в моей комнате.|I want to put a new picture on the wall in my room.
Даже опаздывая на самолёт, помните о своей безопасности и не переходите дорогу на красный свет.|Even if you are late for a flight, think of your safety and don’t cross the road when the light is red.
Мои друзья часто опаздывают на наши встречи.|My friends are often late when we meet up.
Я никогда раньше не опаздывал на самолёт.|I have never been late for a flight before.
Я мечтаю жить у моря.|I dream about living by the sea.
Красное море — самое тёплое в мире.|The Red Sea is the warmest sea in the world.
Прошлым летом мы ездили к морю.|We went to the seaside last summer.
Мой брат ходит в школу.|My brother goes to school.
Я очень люблю своего младшего брата.|I love my younger brother very much.
Мои братья живут в Париже.|My brothers live in Paris.
Как вы любите отдыхать после работы? Я — с книжкой на диване или в кино с друзьями.|How do you like to relax after work? I prefer to be with a book on the sofa or at the movies with my friends.
Дети долго бегали и теперь отдыхают.|The children did a lot of running and now they’re resting.
Мы так давно не отдыхали, я ужасно устала!|We haven't had any rest for a such long time, I am so terribly exhausted!
Разве мы хуже других?|Are we really worse than the others?
Очень плохо, что ты никому не сказал, что не придёшь на встречу. Мы тебя ждали!|It's bad you didn’t tell anybody that you couldn't meet up. We were waiting for you!
Что плохого в том, чтобы спать 5 часов в сутки?|What’s bad about sleeping 5 hours a day?
Эта строчка из романа «Война и Мир» Льва Толстого.|"This is a line from the novel ""War and Peace"" by Leo Tolstoy."
В 2017 году Букеровскую премию получил роман Джорджа Сондерса.|The 2017 Booker prize was awarded to a novel by George Saunders.
В романе «Унесенные ветром» Маргарет Митчелл показала жизнь в Америке во время гражданской войны.|"In the novel ""Gone with the Wind"" Margaret Mitchell portrayed life in America during the Civil War."
Я не умею петь, но очень хочу научиться!|I can't sing but I really want to learn!
Вчера мы весь вечер пели наши любимые песни.|Yesterday we spent the whole evening singing our favorite songs.
Он так красиво поёт!|She sings so beautifully!
Я писал тебе вчера, но ты не ответил.|I texted you yesterday but you didn’t reply.
Я не люблю писать длинные письма.|I don't like to write long letters.
Он ушёл с работы и сейчас пишет свой первый роман.|He quit his job and now he’s writing his first novel.
Что вы ели на завтрак?|What did you have for breakfast?
Мой брат не ест хлеб.|My brother doesn't eat bread.
Хотите есть?|Do you want to eat?
У Саши красивая улыбка и белые зубы.|Sasha has a pretty smile and white teeth.
Обычно я ем суп с белым хлебом.|Usually I eat soup with white bread.
Первого сентября на улицах много девочек с белыми бантами.|On September 1 a lot of girls wear white bows outside.
Вечером придут гости, нужно накрыть на стол.|The guests are coming in the evening, we need to set the table.
Вы всегда желанный гость в нашем доме!|You are always a welcome guest in our house!
Я сейчас в гостях, перезвоню позже.|I'm visiting someone now, call you later.
Маша разговаривает по телефону.|Masha is on the phone now.
Возьми телефон, он звонит!|The phone is ringing, take the call!
Телефон сто двенадцать доступен круглосуточно.|The number 112 can be reached around the clock.
Катя работает учительницей математики в школе.|Katya is a math teacher at school.
Математика развивает логическое мышление.|Mathematics develops logical thinking.
Вася очень старался и получил четыре по математике.|Vasya has worked hard and received a grade of 4 (=B) in math.
Николай – директор этой фирмы.|Nikolay is the director of this company.
Фирма Volvo выпустила новый автомобиль.|Volvo has released a new automobile.
В области торговли работает много мелких фирм.|There are a lot of small-businesses in commerce.
Лев Толстой – знаменитый русский писатель.|Leo Tolstoy is a famous Russian writer.
В кабинете писателя много книг.|There are a lot of books in the writer's office.
Недавно вышел сборник с текстами молодых писателей.|A collection of poems written by young writers came out recently.
Мальчик гуляет во дворе.|A boy is walking in the yard.
Я вижу мальчика.|I see a boy.
Мальчики играют в футбол.|The boys are playing soccer.
Александр – кандидат экономических наук.|Alexandеr has а Ph.D. in Economics.
Главная задача сейчас – обеспечение экономической стабильности.|The main goal now is to ensure economic stability.
Министр экономического развития прокомментировал эту ситуацию.|The Minister of Economic Development has commented on this situation
Наш номер в отеле чистый и просторный.|Our hotel room is clean and spacious.
В номере есть холодильник?|Is there a refrigerator in the room?
Мы хотим забронировать 5 одноместных номеров.|We want to book 5 single rooms.
Я запишу твой номер телефона.|I'll write down your telephone number.
У меня нет номера Маши.|I don't have Masha's number.
Я отправила вам письмо с номером телефона Саши.|I've sent you an e-mail with Sasha's phone number.
Летом начинается подача документов в университеты.|Submission of university applications starts in the summer.
Перед поездкой нужно подготовить все документы.|We need to prepare all the documents before the trip.
Я сделаю копию этого документа.|I'll make a copy of this document.
Высота этого дома – примерно двадцать метров.|This building is about 20 meters tall.
Васе пять лет, его рост уже больше метра.|Vasya is five years old, and he is already more than a meter tall.
Магазин находится в пяти метрах от станции метро.|The shop is 5 meters away from the metro station.
Нам нужно купить пять билетов на поезд.|We need to buy 5 train tickets.
Мы купили билеты и пошли смотреть кино.|We bought tickets and went to the movie theater.
Когда поедешь в аэропорт, не забудь билет на самолёт.|Don't forget your plane ticket when you go to the airport.
Сколько лет твоей дочке? Три с половиной.|How old is your daughter? She is three and a half.
Пушкин – поэт первой половины девятнадцатого века.|Pushkin is a poet from the first half of the 19th century.
Уже половина первого, я опаздываю!|It's half past twelve already, I'm late!
Сегодня тепло, светит солнце.|Today it's warm, the sun is shining.
Сегодня облачно, солнца нет.|Today it's cloudy, there is no sun.
Каждый человек ищет своё место под солнцем.|Everyone is looking for his place in the sun.
Ура, моё желание сбылось!|Hooray, my wish came true!
У меня нет желания приходить завтра.|I have no desire to come tomorrow.
При желании я смогу одновременно учиться и работать.|If I want to, I can study and work at the same time.
Мой дедушка работал на заводе.|My grandfather worked in a factory.
Александр – директор этого завода.|Alexandr is the director of this factory.
Наш завод находится в Москве.|Our factory is located in Moscow.
Я хочу пить.|I'm thirsty.
Ты пил вчера на вечеринке?|Did you drink alcohol at the party yesterday?
Вчера мы были в гостях, пили сок и вино.|Yesterday we visited our friends and drank juice and wine.
Выключи телевизор, там нет ни одной интересной передачи.|Turn off the TV, there are no interesting shows on the air.
Это моя любимая передача.|This is my favorite TV show.
Давай посмотрим кулинарную передачу.|Let's watch a cooking show.
Вася – студент Московского государственного университета.|Vasya is a student at Moscow State University.
Маша и Лена сейчас учатся в университете.|Masha and Lena are now studying at the university.
Университет – это учебное заведение, в котором получают высшее образование.|A university is an educational institution where people receive a higher education.
Первого сентября начинается учебный год.|The academic year starts on the first of September.
В сентябре начинают опадать листья.|In September the leaves begin to fall.
Куда мы поедем летом?|Where will we go in Summer?
Я уезжаю на лето к бабушке.|I am going to spend the summer visiting my grandmother.
Не успеешь оглянуться, а уже конец лета.|Summer is gone before you know it.
Охрана окружающей среды – это актуальная проблема сегодня.|Protection of the environment is a relevant problem today.
Я буду в Москве в среду.|I'll be in Moscow on Wednesday.
Лена – эколог и очень много знает об окружающей среде.|Lena is an environmental specialist, and knows a lot about the environment.
Врач сегодня принимает с восьми до четырнадцати часов.|The doctor is seeing patients from 8 a.m. til 2 p.m. today.
В этой поликлинике работают очень хорошие врачи.|Highly skilled doctors work in this clinic.
Я очень боюсь врачей!|I'm very scared of doctors!
Эти часы отстают.|This clock is slow.
На моих часах ровно три.|It's 3 o'clock sharp by my watch.
Мне кажется, ты не прав.|It seems to me you're not right.
В двадцатом веке в Европе были популярны правые партии.|Right-wing parties were popular in Europe in the twentieth century.
Он придерживается правых взглядов.|He is a right-winger.
Анна – студентка первого курса.|Anna is a first-year student.
Ты студент? Да, перехожу на третий курс.|Are you a student? Yes, I'm entering the third year.
На каком ты курсе?|Which year are you in?
Зачем ты купил футболку белого цвета? Она быстро испачкается.|Why did you buy a white T-shirt? It will get dirty soon.
Синий цвет тебе идёт!|The color blue suits you!
Эта рубашка не подходит тебе по цвету.|The color of this shirt doesn't suit you.
Это платье слишком маленького размера, поищи другое.|This dress is too small, look for another one.
В этом магазине нет больших размеров.|You can't find large sizes in this shop.
Какой у тебя размер обуви?|Which shoe size do you wear?
Ты написал сложное слово без ошибок, молодец!|You've written a difficult word without mistakes, well done!
Здесь ошибка, имя записано неправильно.|There is a mistake here, the name is entered incorrectly.
Если ты сделал ошибку, нужно это признать.|If you've made a mistake, you must admit it.
Дима – член студенческого футбольного клуба.|Dima is a member of the student football club.
Этот клуб очень красивый, но внутри слишком шумно.|This club is very nice but it's too loud inside.
Вчера в клубе выступала твоя любимая группа.|Yesterday your favorite band played at the club.
Я бы с удовольствием выпил, но я за рулём сегодня.|I'd love to have a drink but I'm driving today.
Я получаю удовольствие от плавания.|I really enjoy swimming.
Маша откусила пирог и закрыла глаза от удовольствия.|Masha has took a bite of the pastry and shut her eyes with pleasure.
Катя – самая высокая девочка в нашем классе.|Katya is the tallest girl in our class.
Миша, пригласи эту девочку к себе на день рождения!|Misha, invite this girl to your birthday party!
Маша, смотри, девочки играют в волейбол.|Masha, look, the girls are playing volleyball.
Пойдёшь со мной на концерт?|Will you go to the concert with me?
Вчера по дороге с концерта я встретил Лену.|Yesterday on the way back from the concert I met Lena.
В субботу я была со своими друзьями на концерте.|On Saturday I was at a concert with my friends.
В Москве около десяти миллионов жителей.|About 10 million people live in Moscow.
Жители села добираются в город на автобусе.|People from the village get to the city by bus.
Жителям Москвы понравилась новая станция метро.|The people of Moscow liked the new metro station.
Я буду на работе, забери Машу из детского сада.|I'll be at work, so you take Masha home from daycare.
Утром мы пошли работать в сад.|In the morning we went to work to the garden.
В ботаническом саду на этой неделе проходит выставка роз, пойдём?|There is an exhibition of roses at the botanical garden this week, shall we go?
Кажется, наш поезд опаздывает.|It seems our train is late.
Я вышел из поезда и понял, что забыл багаж.|I got out of the train and realized that I had forgotten my luggage.
В поезде есть туалет и Wifi.|The train has a toilet and Wifi.
Трудно возвращаться к работе после отпуска.|It's hard to come back to work after vacation.
Зимой гораздо труднее просыпаться с утра.|It's much more difficult to wake up in the morning in winter.
В горах дышать трудней.|It's more difficult to breathe in the mountains.
Моя сестра отлично танцует.|My sister is a good dancer.
Вы с сестрой очень похожи.|You and your sister look a lot alike.
А я и не знал, что вы сёстры!|I didn't even know that you were sisters!
Коля подарил мне букет из полевых цветов.|Kolya gave me a bouqet of wildflowers.
Маша любит цветы, особенно пионы.|Masha loves flowers, especially peonies.
У моих родителей в квартире много горшков с цветами.|There are many flower-pots in my parents' apartment.
Его отец – сотрудник милиции.|His father is a police officer.
На место преступления приехала милиция.|The police came to the scene of the crime.
Если соседи опять будут шуметь после одиннадцати вечера, я вызову милицию.|I'll call the police if my neighbors make noise after 11 pm again.
Я пью чай без сахара.|I drink tea without sugar.
Кажется, ты замёрз. Хочешь чаю?|It seems like you're cold. Want some tea?
Я возьму в дорогу бутерброд с чаем.|I'll take a sandwich with tea to go.
Я не люблю зиму, потому что темнеет уже днём.|I don't like winter because it gets dark during the day.
Зимой моя семья всегда ходит на каток.|In winter my family always goes skating.
Я поеду на море в январе, чтобы немного отдохнуть от холодной зимы.|I'll go the beach in January to take a rest from the cold winter.
Недавно к нам заходили новые соседи.|Our new neighbors stopped by recently.
В общежитии без помощи соседей никуда.|You can't get by in the dormitory without help from your neighbors.
Мой сосед всегда шумит по утрам, это невозможно терпеть!|My neighbor is always making noise in the morning. It's unbearable.
Чтобы лучше запомнить новое слово, я повторяю его несколько раз.|In order to memorize a new word, I repeat it several times.
Учитель повторяет одно и то же, мне не интересно.|The teacher repeats the same thing over and over, I'm not interested.
Завтра я буду повторять материал к занятию и не смогу прийти в гости.|Tomorrow I’ll be studying for my lesson and can’t come and see you.
Автобус уже через полчаса, вы готовы?|The bus will come in 30 minutes, are you ready?
Вася, иди на кухню, обед готов.|Vasya, go to the kitchen, dinner is ready.
У меня уже всё готово к этому учебному году.|I've already prepared everything for this academic year.
Арина очень хотела эту книгу, поэтому я подарил её на день рождения.|Arina really wanted this book, so I gave it as her birthday present.
Я не знаю, что подарить маме на восьмое марта.|I don't know what to give my mother for the eighth of March.
Что ты подарила невесте и жениху на свадьбу?|What was your wedding present for the bride and groom?
Господин Сахаров – наш новый сосед.|Mister Sakharov is our new neighbor.
Дамы и господа, выключите телефоны, спектакль начинается.|Ladies and gentlemen, turn off your phones, the performance is beginning.
"Иван Бунин – автор ""Господина из Сан-Франциско""."|"Ivan Bunin is the author of ""The Gentleman from San Francisco""."
По телевизору ничего интересного, выключи.|There is nothing interesting on TV, turn it off.
Моя бабушка смотрит телевизор каждый вечер.|My grandmother watches TV every evening.
У Кати дома нет телевизора, она смотрит новости в Интернете.|Katya doesn’t have a TV at home, she watches news on the Internet.
У Алёны такая красивая фамилия!|Alyona has such a pretty surname!
Я не буду менять фамилию, когда выйду замуж.|I will not change my surname when I get married.
Новые студенты должны записать свои фамилии в список курса.|New students must enter their surnames in the list of students.
Это пиво слишком горькое, я закажу другое.|This beer is too bitter, I'll order a different one.
Вчера после работы я выпил кружку пива.|I drank a mug of beer after work yesterday.
Я буду курицу с пивом.|I'll take chicken and beer.
Мой рюкзак легче, чем твой.|My backpack is lighter than yours.
Вася легко с этим справится.|Vasya will manage this easily.
В сентябре я ношу джинсы с лёгкой курткой.|In September I wear jeans and light jacket.
Лена очень сильная и способная студентка.|Lena is a very strong and gifted student.
Петя сильнее меня, он ходит в тренажёрный зал.|Petya is stronger than me, he goes to the gym.
На улице сильный ветер, будь осторожнее!|There's a strong wind outside, be careful!
Моя мама любит готовить и проводит много времени на кухне.|My Mom loves cooking and spends a lot of time in the kitchen.
Пойдём на кухню, я приготовил ужин.|Let's go to the kitchen, I've made supper.
Принести тарелки с кухни, пожалуйста.|Bring the plates from the kitchen, please.
Твоя тётя приезжала в гости в ноябре?|Did your aunt visit you in November?
У моей тёти есть дача.|My aunt has a summer cottage.
Я встречу твою тётю с поезда.|I'll meet your aunt at the train.
Всемирный женский день отмечают восьмого марта.|International Women's Day is celebrated on the 8th of March.
Я люблю погоду в марте.|I love the weather in March.
У нашей кошки большие зелёные глаза.|Our cat has big green eyes.
Смотри, какая красивая кошка!|Look, what a pretty cat!
Купи корм для кошек по дороге домой.|Buy cat food on the way home.
Учёные пишут научные работы и выступают на конференциях.|Scientists write scientific papers and speak at conferences.
Вчера на конференции я узнал о проектах российских учёных.|Yesterday at the conference I learned about projects by Russian scientists.
Ричард Докинз – мой любимый учёный.|Richard Dawkins is my favorite scientist.
Недавно я побывал на Красной площади.|I've been to the Red Square recently.
Красная площадь очень красивая.|The Red Square is very beautiful.
Мне нужна квартира площадью минимум шестьдесят квадратных метров.|I need an apartment with at least 60 square meters.
В МГУ учится много талантливых студентов.|Many talented students study at Moscow State University.
Студенты покупают билеты на поезд со скидкой.|Students buy train tickets for a reduced price.
Мой брат – студент.|My brother is a student.
Дочь Лены поёт в хоре.|Lena's daughter sings in a choir.
У моей старшей дочери родился сын.|My eldest daughter gave birth to a son.
Вечером я иду в театр с Романом и его дочерью.|I will go to the theatre with Roman and his daughter this evening.
Саша открыла рот от удивления.|Sasha opened her mouth in surprise.
Они спорили с пеной у рта.|They argued while foaming at the mouth.
Не говори с набитым ртом!|Don't talk with your mouth full!
У меня поднялась температура.|I've got a fever.
Вчера Нина не пошла на работу из-за высокой температуры.|Nina didn't go to work yesterday because she had a fever.
Кажется, ты заболел. Померь температуру.|It seems that you're sick. Take your temperature.
Весной на улице очень тепло.|It's very warm outside in spring.
Снег начинает таять в начале весны.|The snow starts melting in the beginning of spring.
Ура, через две недели уже весна!|Hurray, spring is coming in 2 weeks!
Хозяин этой квартиры разрешает приводить гостей.|The owner of this apartment allows you to bring guests.
Хозяева квартиры не разрешают в ней курить.|The owners of this apartment don't allow smoking here.
У этой собаки нет хозяина, она бродячая.|This dog don't have an owner, she is a stray.
Максим будет ждать нас у вагона поезда.|Maxim will wait for us by the car of the train.
Я еду в третьем вагоне с конца.|I'm traveling in the third car from the end.
В этом поезде двенадцать вагонов.|This train has 12 cars.
Я увидел цветы и подумал о лете.|I saw the flowers and thought about summer.
Мне нужно подумать об этом.|I need to think about it.
Я подумала об отпуске и сразу захотела на море.|I thought about my vacation and wanted to go to the sea at once.
Миша закончил университет с красным дипломом.|Misha has graduated from the university with honors.
На сцену вышли девочки с красными бантами.|Girls with red bows came on stage.
Мне кажется, красные розы – это очень красиво.|I think that red roses are very beautiful.
Александр Пушкин – великий поэт.|Alexander Pushkin is a great poet.
Мэрилин Монро – великая актриса.|Marilyn Monroe is a great actress.
Саша переехал в Москву из Великого Новгорода.|Sasha has moved to Moscow from Veliky Novgorod.
Мы поехали в гости к бабушке, будем поздно.|We went to visit grandma, we will be late.
Гриша поехал в Москву и поступил в университет.|Grisha went to Moscow and got into the university.
Я очень хочу поехать в Германию!|I really want to visit Germany!
Я не могу работать без компьютера и интернета.|I can't work without a computer and an Internet connection.
В нашем офисе много новых компьютеров.|We have a lot of new computers in our office.
Недавно мой дедушка научился работать на компьютере.|My grandfather has recently learned to use a computer.
Двенадцатого апреля 1961 года Юрий Гагарин полетел в космос.|On April 12, 1961, Yuri Gagarin flew into outer space.
У Кати день рождения в апреле.|Katya's birthday is in April.
Папа сегодня вернётся с работы в пять часов.|Dad will come home from work at five o’clock.
Мама с папой познакомились в университете.|Mom and dad first met at the university.
Позови папу, обед готов.|Call dad, dinner is ready.
В этом ресторане очень вкусная пицца.|The pizza in this restaurant is very tasty.
Я закажу еду из ресторана на дом.|I'll order take-out food from the restaurant.
Пойдём вечером в ресторан?|Shall we go to a restaurant this evening?
Когда пойдёшь в магазин, купи хлеба.|Buy some bread when you go to the store.
Дай, пожалуйста, хлеб.|Pass the bread, please.
Я ем суп с белым хлебом.|I eat soup with white bread.
Нефть ― главный источник национального богатства России.|Oil is the main source of Russia's national wealth.
Марк - игрок национальной сборной.|Mark is a player on the national team.
Это – проблема национальных меньшинств.|This is a problem for ethnic minorities.
Он показал мне свою фотографию.|He showed me his photograph.
Я отправлю тебе фотографии из Италии.|I'll send you my photographs from Italy.
Эта фотография очень удачная!|This photo is very good!
Это очень хороший магазин техники.|This is a very good electronics store.
У меня всё время ломается техника.|My gadgets always break.
У меня проблемы с техникой, позвони мастеру.|I have some problems with the equipment, call the professional, please.
Я с тобой согласен.|I agree with you.
Все с этим согласны?|Does everyone agree with that?
Я с этим полностью согласна.|I agree with that completely.
У Маши так много красивой одежды!|Masha has so many beautiful clothes!
Я постираю одежду в выходные.|I'll wash my clothes on the weekend.
Эта одежда очень удобная.|This clothing is very comfortable.
У Саши завтра день рождения.|Sasha has his birthday tomorrow.
Где моё свидетельство о рождении?|Where is my birth certificate?
Рождение ребёнка – это серьёзный шаг для семьи.|The birth of a child is an important step for a family.
У Коли очень красивая девушка.|Kolya's girlfriend is very beautiful.
Эти цветы очень красивые.|These flowers are very beautiful.
Это красивый рисунок, молодец.|This is a beautiful picture, well done.
В Москве много образовательных учреждений.|There are a lot of educational institutions in Moscow.
Мой отец – работник медицинского учреждения.|My father works in a health care institution.
Детский сад – это дошкольное образовательное учреждение.|Daycare is a pre-school institution.
Ты уже сделал уроки на завтра?|Have you done your homework for tomorrow?
Наш урок скоро начнётся, надо спешить.|Our class is about to start, hurry up.
Завтра суббота, уроков не будет.|Tomorrow is Saturday, there will be no classes.
В этом шкафу много места.|There is a lot of space in this armoire.
Я переехала недавно, у меня в квартире ещё нет шкафа.|I moved recently, I don't have an armoire yet.
Этот шкаф очень большой и удобный.|This armoire is very big and roomy.
Я не люблю рыбу.|I don't like fish.
Рыба готова, приходи есть!|The fish is ready, come and eat!
Я не знаю названия этих рыб.|I don’t know what those fish are called.
В моём классе много учеников.|There are a lot of students in my class.
Вася – ученик девятого класса.|Vasya is a ninth grade student.
Ученики хорошо написали контрольную.|The students did a good job on the test.
Почему ты такой серьёзный? Что случилось?|Why are you so serious? What happened?
 У всех в комнате были серьёзные лица.|Everyone in the room had a serious face.
Сейчас у меня нет серьёзных проблем с учёбой.|I don't have any serious problems with my studies now.
Собака съела кость.|The dog ate a bone.
Слышишь, собаки лают.|Listen, the dogs are barking.
У Насти дома нет кошек и собак из-за аллергии.|Nastya doesn't have cats or dogs at home due to allergies.
Петя ходит в детский сад.|Petya goes to daycare.
У нас есть детская одежда.|We have baby clothes.
Мой брат сегодня до вечера в детском саду.|Today my brother will be in daycare until evening.
Добрый день!|Good day!
У Маши очень добрые родители.|Masha's parents are very kind.
Всего доброго, до встречи!|All the best, see you soon!
Смотри, самолёт летит!|Look, the plane is flying!
Самолёты летят низко.|The airplanes are flying low.
Сегодня в небе много самолётов.|There are a lot of planes in the sky today.
Я купил Маше подарок.|I bought Masha a present.
Миша любит дарить дорогие подарки.|Misha loves to give expensive presents.
Нельзя приходить на день рождения без подарков.|You can’t go to a birthday party without presents.
Вчера я видел Машу у библиотеки.|Yesterday I saw Masha outside the library.
Я буду готовиться к экзаменам в библиотеке.|I'll be studying for my exams in the library.
Мы идём заниматься в библиотеку, пойдёшь с нами?|We're going to the library to study, are you going to come with us?
Казимир Малевич – русский художник двадцатого века.|Kazimir Malevich is a twentieth Century Russian artist.
Мне очень нравятся картины этого художника.|I really love this artist’s paintings.
Молодые художники провели свою первую выставку.|The young artists organized their first exhibition.
Я позвонил Алёне, чтобы спросить задание на завтра.|I call Alyona to ask about the homework for tomorrow.
Не забудь позвонить мне завтра.|Don't forget to call me tomorrow.
Почему ты не позвонила мне вчера?|Why didn't you call me yesterday?
Сегодня весь день идёт дождь.|It's been raining all day long today.
Завтра не будет дождя.|It won't rain tomorrow.
Я промок под дождём и заболел.|I got drenched in the rain and got sick.
Это здание построено в девятнадцатом веке.|This building was built in the 19th Century.
У здания суда было много журналистов.|There were a lot of journalists outside the courthouse.
В здании очень просторно.|It's very spacious in this building.
Вечером я пошёл в магазин и встретил Лену.|In the evening I went shopping and met Lena.
Мы с Сашей пошли в кафе.|Sasha and I went to the café.
Я пошла в школу в семь лет.|I started school at age seven.
Я перевёл тебе деньги на карту.|I've transferred money to your card.
Я хочу поиграть в карты.|I want to play a card game.
Мне нужна карта города.|I need a map of the city.
Этот рассказ неинтересный.|This story is boring.
Мне понравился герой рассказа.|I liked the hero of the story.
В рассказе об этом не говорится.|The story does not say anything about that.
Иван Петрович – доктор философии.|Ivan Petrovich is a Doctor of Philosophy.
Философия – мой любимый предмет.|Philosophy is my favorite subject.
Я буду изучать философию в университете.|I will be studying philosophy at the university.
Большинство новостей я узнаю из интернета.|I get most of my news from the Internet.
Моя бабушка смотрит новости по телевизору.|My grandmother watches news on TV.
Это хорошая новость!|This is good news!
Я перешлю тебе письмо на этот адрес.|I'll forward you an e-mail to this address.
Я живу по адресу: улица Ленина 6, квартира 54|My home address is Lenin St. 6-54.
Я отправил письмо по нескольким адресам.|I sent the letter to several addresses.
Завтра мы будем покупать новый холодильник.|We will buy new refrigerator tomorrow.
Этим летом мы покупали много фруктов.|This summer we bought a lot of fruit.
Вася всегда покупает чипсы и пиво после работы.|Vasya always buy chips and beer after work.
У меня есть родственники в Санкт-Петербурге.|I have relatives in St. Petersburg.
Я люблю своих родственников и часто их навещаю.|I love my relatives and visit them often.
Мой дальний родственник живёт в Германии.|My distant relative lives in Germany.
